complaint_id,user_id,user_name,user_role,complaint_description,problem_category,responsible_department,location,severity,priority,affected_people,status,created_at,resolved_at,predicted_resolution_hours,actual_resolution_hours,feedback_rating
CMP02576,STU4762,Student_4762,Student,lab power problem,Laboratory,Laboratory Maintenance,Main Block,High,4,42,Resolved,2025-12-23 21:18:00,2025-12-24 04:48:00,7.5,7.5,1.0
CMP02577,STU4769,Student_4769,Staff,water leakage,Plumbing,Plumbing Maintenance,Admin Office,Low,3,86,Resolved,2026-09-10 15:17:00,2026-09-11 13:23:00,22.1,21.1,3.0
CMP02578,STU3715,Student_3715,Student,hostel cleaning required,Hostel,Hostel Maintenance,CSE Department,Medium,3,67,Resolved,2025-06-04 12:42:00,2025-06-05 01:36:00,12.9,12.1,3.0
CMP02579,STU2522,Student_2522,Student,wash basin blocked,Plumbing,Plumbing Maintenance,IoT Lab,Low,3,94,Resolved,2025-10-26 01:50:00,2025-10-26 20:26:00,18.6,17.6,2.0
CMP02580,STU7214,Student_7214,Student,emergency alarm issue,Security,Security,ECE Department,Low,3,115,Resolved,2026-02-09 23:36:00,2026-02-10 13:12:00,13.6,14.1,4.0
CMP02581,STU9535,Student_9535,Staff,switch broken,Electrical,Electrical Maintenance,Electronics Lab,Medium,4,93,Resolved,2026-04-14 09:38:00,2026-04-14 22:14:00,12.6,9.9,5.0
CMP02582,STU9246,Student_9246,Staff,equipment maintenance required,Laboratory,Laboratory Maintenance,Hostel B,Medium,4,87,Assigned,2025-02-05 16:03:00,,11.4,,
CMP02583,STU8155,Student_8155,Student,garbage not removed,Cleaning,Housekeeping,CSE Department,Very Low,1,7,In Progress,2025-12-31 14:16:00,,31.9,,
CMP02584,STU1929,Student_1929,Staff,garbage not removed,Cleaning,Housekeeping,Mechanical Lab,High,4,24,Closed,2026-08-29 03:06:00,2026-08-29 08:12:00,5.1,8.8,1.0
CMP02585,STU4977,Student_4977,Staff,parking problem,Transport,Transport,Auditorium,Medium,3,20,Resolved,2025-11-26 19:14:00,2025-11-27 10:32:00,15.3,14.1,5.0
CMP02586,STU1136,Student_1136,Student,projector not working,IT/AV,IT/AV Support,Hostel B,Medium,4,137,Resolved,2025-07-23 20:17:00,2025-07-24 12:29:00,16.2,16.9,2.0
CMP02587,STU6437,Student_6437,Staff,spillage needs cleaning,Cleaning,Housekeeping,Auditorium,Medium,4,86,Assigned,2026-05-23 21:59:00,,7.5,,
CMP02588,STU2052,Student_2052,Staff,bus cleanliness issue,Transport,Transport,Sports Ground,Medium,3,37,Assigned,2026-05-11 17:55:00,,18.5,,
CMP02589,STU2698,Student_2698,Staff,access gate problem,Security,Security,Parking Area,High,5,117,Resolved,2025-01-06 09:11:00,2025-01-06 15:53:00,6.7,8.0,5.0
CMP02590,STU9770,Student_9770,Student,table needs repair,Furniture,Civil/Maintenance,Hostel A,Critical,5,87,Assigned,2026-03-17 02:29:00,,3.2,,
CMP02591,STU9494,Student_9494,Staff,bench damaged,Furniture,Civil/Maintenance,Block D,Medium,4,129,Closed,2025-07-05 13:28:00,2025-07-06 00:40:00,11.2,12.3,5.0
CMP02592,STU8404,Student_8404,Staff,shuttle unavailable,Transport,Transport,Cafeteria,Critical,5,67,In Progress,2025-12-05 09:17:00,,2.1,,
CMP02593,STU7814,Student_7814,Student,tap not working,Plumbing,Plumbing Maintenance,AI Lab,Very Low,1,55,Resolved,2025-05-20 23:59:00,2025-05-22 11:53:00,35.9,34.2,3.0
CMP02594,STU9453,Student_9453,Student,hostel cleaning required,Hostel,Hostel Maintenance,Library,Medium,3,64,In Progress,2026-08-19 06:16:00,,7.4,,
CMP02595,STU7912,Student_7912,Staff,tap not working,Plumbing,Plumbing Maintenance,AI Lab,High,4,63,In Progress,2026-06-25 09:50:00,,11.7,,
CMP02596,STU2017,Student_2017,Staff,projector not working,IT/AV,IT/AV Support,Block B,Critical,5,62,Resolved,2025-05-20 22:08:00,2025-05-21 00:02:00,1.9,3.4,1.0
CMP02597,STU8364,Student_8364,Staff,chair issue in library,Library,Library Administration,Electronics Lab,Medium,3,34,Submitted,2025-08-26 03:24:00,,6.0,,
CMP02598,STU2104,Student_2104,Staff,internet connection slow,WiFi/Network,IT/Network,Block A,Low,3,126,Resolved,2026-03-27 21:11:00,2026-03-28 14:11:00,17.0,19.0,2.0
CMP02599,STU4435,Student_4435,Student,bench damaged,Furniture,Civil/Maintenance,Cafeteria,High,4,20,Closed,2025-12-27 13:12:00,2025-12-27 18:48:00,5.6,5.8,4.0
CMP02600,STU6225,Student_6225,Staff,bus cleanliness issue,Transport,Transport,Hostel C,High,4,20,In Progress,2026-07-07 01:57:00,,6.2,,
CMP02601,STU9566,Student_9566,Student,ventilation problem,HVAC,HVAC Maintenance,Hostel B,Medium,3,21,Resolved,2026-03-20 10:45:00,2026-03-20 20:57:00,10.2,10.8,2.0
CMP02602,STU8090,Student_8090,Student,noise complaint,Library,Library Administration,Admin Office,Medium,4,98,Resolved,2025-06-25 21:33:00,2025-06-26 08:57:00,11.4,11.9,3.0
CMP02603,STU9726,Student_9726,Staff,room electrical issue,Hostel,Hostel Maintenance,Seminar Hall,Medium,3,41,Resolved,2025-11-14 05:34:00,2025-11-14 16:46:00,11.2,9.4,4.0
CMP02604,STU2493,Student_2493,Student,power socket damaged,Electrical,Electrical Maintenance,Block D,Very Low,2,118,Resolved,2025-06-21 19:34:00,2025-06-22 23:16:00,27.7,28.2,2.0
CMP02605,STU9931,Student_9931,Staff,computer lab network issue,Laboratory,Laboratory Maintenance,Main Block,Low,3,124,Resolved,2026-03-23 09:08:00,2026-03-23 23:08:00,14.0,14.6,2.0
CMP02606,STU4984,Student_4984,Student,printer not working,IT/AV,IT/AV Support,Placement Cell,Medium,3,8,In Progress,2026-06-26 14:47:00,,10.2,,
CMP02607,STU9797,Student_9797,Student,switch broken,Electrical,Electrical Maintenance,Hostel A,Medium,3,47,Closed,2025-08-20 08:28:00,2025-08-20 23:22:00,14.9,15.1,2.0
CMP02608,STU3842,Student_3842,Student,table needs repair,Furniture,Civil/Maintenance,Main Gate,Medium,4,109,In Progress,2026-01-13 15:15:00,,11.9,,
CMP02609,STU8697,Student_8697,Student,AC issue in library,Library,Library Administration,Cafeteria,Medium,4,92,In Progress,2025-09-18 10:13:00,,11.8,,
CMP02610,STU1371,Student_1371,Staff,fan not working,Electrical,Electrical Maintenance,ECE Department,Medium,4,115,In Progress,2025-05-10 05:35:00,,11.2,,
CMP02611,STU4652,Student_4652,Staff,computer lab network issue,Laboratory,Laboratory Maintenance,AI Lab,Very Low,2,134,Closed,2025-12-17 10:18:00,2025-12-18 09:48:00,23.5,22.6,4.0
CMP02612,STU5677,Student_5677,Staff,library computer issue,Library,Library Administration,IoT Lab,Low,3,108,Resolved,2026-07-05 02:23:00,2026-07-05 10:05:00,7.7,9.7,4.0
CMP02613,STU8065,Student_8065,Staff,LAN port not working,WiFi/Network,IT/Network,Seminar Hall,High,4,68,Resolved,2025-01-11 09:17:00,2025-01-11 17:53:00,8.6,8.5,2.0
CMP02614,STU9759,Student_9759,Staff,internet connection slow,WiFi/Network,IT/Network,Placement Cell,Low,3,91,Resolved,2025-06-16 09:34:00,2025-06-17 10:16:00,24.7,21.5,4.0
CMP02615,STU3615,Student_3615,Staff,light not working,Electrical,Electrical Maintenance,Admin Office,High,4,72,Resolved,2025-09-26 10:37:00,2025-09-26 18:37:00,8.0,7.3,3.0
CMP02616,STU4692,Student_4692,Student,power outage,Electrical,Electrical Maintenance,Auditorium,Very Low,1,13,Closed,2025-03-02 02:08:00,2025-03-02 21:08:00,19.0,18.5,5.0
CMP02617,STU6830,Student_6830,Staff,bus delay,Transport,Transport,Placement Cell,Low,2,64,Resolved,2025-04-04 12:09:00,2025-04-05 05:09:00,17.0,15.3,5.0
CMP02618,STU6996,Student_6996,Student,hostel room issue,Hostel,Hostel Maintenance,Electronics Lab,High,4,30,Submitted,2025-02-09 17:43:00,,1.1,,
CMP02619,STU3714,Student_3714,Staff,poor wifi signal,WiFi/Network,IT/Network,AI Lab,High,5,126,Resolved,2025-07-22 10:25:00,2025-07-22 15:31:00,5.1,6.6,1.0
CMP02620,STU6580,Student_6580,Staff,room too hot,HVAC,HVAC Maintenance,Mechanical Lab,Medium,4,127,Closed,2026-01-12 14:44:00,2026-01-13 05:56:00,15.2,14.6,5.0
CMP02621,STU2359,Student_2359,Staff,room electrical issue,Hostel,Hostel Maintenance,Mechanical Lab,Very Low,2,145,Resolved,2025-12-17 10:57:00,2025-12-18 06:33:00,19.6,19.0,1.0
CMP02622,STU3628,Student_3628,Staff,window damaged,Furniture,Civil/Maintenance,Mechanical Lab,High,5,89,Assigned,2025-10-21 02:35:00,,5.4,,
CMP02623,STU3687,Student_3687,Student,spillage needs cleaning,Cleaning,Housekeeping,Admin Office,High,5,129,Resolved,2026-04-10 21:49:00,2026-04-11 07:19:00,9.5,12.2,4.0
CMP02624,STU5839,Student_5839,Staff,light issue in library,Library,Library Administration,Block C,High,5,126,Closed,2025-04-05 09:53:00,2025-04-05 14:47:00,4.9,3.4,3.0
CMP02625,STU1421,Student_1421,Student,classroom not cleaned,Cleaning,Housekeeping,Computer Lab 1,Very Low,1,52,In Progress,2026-01-30 19:56:00,,25.1,,
CMP02626,STU3761,Student_3761,Staff,chair broken,Furniture,Civil/Maintenance,Computer Lab 1,High,4,24,In Progress,2026-01-07 21:54:00,,6.1,,
CMP02627,STU5104,Student_5104,Student,chair broken,Furniture,Civil/Maintenance,CSE Department,High,4,6,Resolved,2026-03-23 07:18:00,2026-03-23 08:48:00,1.5,0.5,2.0
CMP02628,STU2001,Student_2001,Student,lab equipment not working,Laboratory,Laboratory Maintenance,Hostel C,High,5,150,Resolved,2025-06-18 11:30:00,2025-06-18 16:24:00,4.9,7.1,3.0
CMP02629,STU2424,Student_2424,Student,emergency alarm issue,Security,Security,AI Lab,Low,2,23,Resolved,2025-06-07 10:19:00,2025-06-08 06:19:00,20.0,17.9,2.0
CMP02630,STU3881,Student_3881,Staff,table needs repair,Furniture,Civil/Maintenance,CSE Department,Critical,5,111,Assigned,2026-01-11 15:04:00,,2.9,,
CMP02631,STU3710,Student_3710,Student,printer not working,IT/AV,IT/AV Support,Auditorium,Low,2,7,Resolved,2026-05-21 07:18:00,2026-05-22 06:36:00,23.3,23.9,2.0
CMP02632,STU3666,Student_3666,Student,bus delay,Transport,Transport,Computer Lab 2,Very Low,1,9,In Progress,2025-10-24 18:54:00,,26.0,,
CMP02633,STU2917,Student_2917,Student,shuttle unavailable,Transport,Transport,Main Gate,Medium,3,49,In Progress,2026-02-27 09:51:00,,14.7,,
CMP02634,STU7431,Student_7431,Student,noise complaint,Library,Library Administration,Sports Ground,Very Low,2,83,Assigned,2025-06-07 02:42:00,,26.5,,
CMP02635,STU8934,Student_8934,Student,wash basin blocked,Plumbing,Plumbing Maintenance,Block D,Low,2,18,Closed,2026-02-13 15:03:00,2026-02-14 00:57:00,9.9,11.2,1.0
CMP02636,STU2835,Student_2835,Student,AC issue in library,Library,Library Administration,Placement Cell,Medium,3,8,Submitted,2026-06-03 15:18:00,,8.2,,
CMP02637,STU8042,Student_8042,Student,computer lab network issue,Laboratory,Laboratory Maintenance,Library,Very Low,2,95,In Progress,2025-09-12 08:51:00,,20.8,,
CMP02638,STU6867,Student_6867,Staff,CCTV not working,Security,Security,AI Lab,High,4,40,Resolved,2025-03-01 22:31:00,2025-03-02 03:49:00,5.3,5.5,2.0
CMP02639,STU2258,Student_2258,Student,wifi not working,WiFi/Network,IT/Network,Seminar Hall,High,5,129,Closed,2025-07-20 21:31:00,2025-07-21 04:55:00,7.4,8.9,1.0
CMP02640,STU1372,Student_1372,Student,room too hot,HVAC,HVAC Maintenance,Main Block,Critical,5,119,Resolved,2026-01-24 06:03:00,2026-01-24 09:09:00,3.1,1.1,3.0
CMP02641,STU5060,Student_5060,Student,bed repair needed,Hostel,Hostel Maintenance,AI Lab,Medium,3,36,Resolved,2026-02-11 12:43:00,2026-02-11 20:01:00,7.3,5.7,4.0
CMP02642,STU5494,Student_5494,Student,light not working,Electrical,Electrical Maintenance,Hostel A,Low,2,17,Resolved,2025-01-10 00:37:00,2025-01-10 16:19:00,15.7,14.0,5.0
CMP02643,STU5803,Student_5803,Staff,computer not working,IT/AV,IT/AV Support,Computer Lab 2,Low,3,126,Resolved,2026-02-20 10:56:00,2026-02-21 02:20:00,15.4,18.2,5.0
CMP02644,STU9075,Student_9075,Student,projector issue in lab,Laboratory,Laboratory Maintenance,Hostel C,Low,3,148,Resolved,2026-04-25 10:38:00,2026-04-26 06:38:00,20.0,19.4,2.0
CMP02645,STU4466,Student_4466,Student,parking problem,Transport,Transport,Hostel C,High,4,29,In Progress,2025-12-12 23:17:00,,8.1,,
CMP02646,STU8018,Student_8018,Staff,hostel cleaning required,Hostel,Hostel Maintenance,Main Block,Critical,5,61,Assigned,2025-11-15 16:55:00,,3.6,,
CMP02647,STU9714,Student_9714,Student,shuttle unavailable,Transport,Transport,Computer Lab 1,Medium,3,62,Assigned,2026-07-31 20:12:00,,9.0,,
CMP02648,STU9474,Student_9474,Staff,power socket damaged,Electrical,Electrical Maintenance,Placement Cell,Low,2,71,Resolved,2025-09-19 14:23:00,2025-09-20 08:41:00,18.3,15.6,4.0
CMP02649,STU2730,Student_2730,Staff,lab power problem,Laboratory,Laboratory Maintenance,Block C,Medium,3,59,Submitted,2026-05-18 02:08:00,,15.3,,
CMP02650,STU2694,Student_2694,Student,fan speed problem,HVAC,HVAC Maintenance,Library,Medium,4,132,In Progress,2025-09-24 11:32:00,,11.2,,
CMP02651,STU2121,Student_2121,Student,lab power problem,Laboratory,Laboratory Maintenance,AI Lab,High,5,98,Resolved,2026-01-14 14:11:00,2026-01-14 21:17:00,7.1,6.5,4.0
CMP02652,STU2247,Student_2247,Student,vehicle entry issue,Transport,Transport,Block C,Low,3,97,Assigned,2026-01-31 00:55:00,,11.2,,
CMP02653,STU6744,Student_6744,Staff,shuttle unavailable,Transport,Transport,Library,Medium,4,98,Resolved,2025-12-16 10:45:00,2025-12-16 22:39:00,11.9,9.3,2.0
CMP02654,STU1447,Student_1447,Student,equipment maintenance required,Laboratory,Laboratory Maintenance,Hostel B,Critical,5,69,Assigned,2025-08-26 15:28:00,,2.1,,
CMP02655,STU1469,Student_1469,Student,table needs repair,Furniture,Civil/Maintenance,AI Lab,Medium,4,109,Resolved,2025-11-19 08:21:00,2025-11-19 23:45:00,15.4,14.5,2.0
CMP02656,STU4613,Student_4613,Staff,light not working,Electrical,Electrical Maintenance,Block B,Medium,3,39,Assigned,2026-02-28 20:08:00,,14.4,,
CMP02657,STU9689,Student_9689,Student,hostel cleaning required,Hostel,Hostel Maintenance,AI Lab,Medium,4,100,Resolved,2026-04-01 23:55:00,2026-04-02 10:19:00,10.4,8.4,5.0
CMP02658,STU2393,Student_2393,Staff,air conditioner not working,HVAC,HVAC Maintenance,Sports Ground,Medium,4,147,Submitted,2026-08-23 06:16:00,,10.6,,
CMP02659,STU4941,Student_4941,Staff,light issue in library,Library,Library Administration,Block A,Medium,3,5,Resolved,2025-03-13 06:26:00,2025-03-13 15:26:00,9.0,9.7,5.0
CMP02660,STU3829,Student_3829,Staff,light issue in library,Library,Library Administration,Hostel C,Medium,4,108,Submitted,2026-05-01 14:02:00,,6.3,,
CMP02661,STU5670,Student_5670,Staff,room electrical issue,Hostel,Hostel Maintenance,Placement Cell,Medium,3,66,Closed,2025-11-09 05:38:00,2025-11-09 15:14:00,9.6,11.6,4.0
CMP02662,STU3136,Student_3136,Staff,room electrical issue,Hostel,Hostel Maintenance,IoT Lab,Low,3,112,Closed,2026-05-03 22:44:00,2026-05-04 23:08:00,24.4,25.7,3.0
CMP02663,STU8552,Student_8552,Staff,corridor dirty,Cleaning,Housekeeping,Main Block,Critical,5,79,Assigned,2025-03-10 20:28:00,,4.5,,
CMP02664,STU7923,Student_7923,Staff,lab power problem,Laboratory,Laboratory Maintenance,Sports Ground,Low,2,42,Resolved,2025-11-17 21:07:00,2025-11-18 22:43:00,25.6,25.1,5.0
CMP02665,STU3055,Student_3055,Staff,hostel cleaning required,Hostel,Hostel Maintenance,Placement Cell,Low,2,27,Resolved,2025-02-17 01:05:00,2025-02-17 13:35:00,12.5,8.7,3.0
CMP02666,STU5943,Student_5943,Staff,door lock problem,Security,Security,Block B,High,5,145,In Progress,2025-09-03 01:54:00,,8.0,,
CMP02667,STU9877,Student_9877,Student,no water supply,Plumbing,Plumbing Maintenance,IoT Lab,Low,2,39,In Progress,2025-09-09 10:45:00,,16.2,,
CMP02668,STU9059,Student_9059,Student,AC issue in library,Library,Library Administration,Hostel A,Low,3,104,In Progress,2026-07-02 15:45:00,,11.8,,
CMP02669,STU2570,Student_2570,Student,AC issue in library,Library,Library Administration,Block A,High,5,121,Closed,2025-10-08 20:29:00,2025-10-09 02:11:00,5.7,6.4,3.0
CMP02670,STU5548,Student_5548,Student,shuttle unavailable,Transport,Transport,Block D,High,5,134,Resolved,2026-06-22 14:02:00,2026-06-22 20:56:00,6.9,6.4,1.0
CMP02671,STU2688,Student_2688,Student,emergency alarm issue,Security,Security,Block C,Low,2,21,In Progress,2026-02-15 08:16:00,,16.5,,
CMP02672,STU9955,Student_9955,Staff,switch broken,Electrical,Electrical Maintenance,Cafeteria,Medium,4,133,Resolved,2025-11-07 05:46:00,2025-11-07 18:22:00,12.6,13.8,2.0
CMP02673,STU8680,Student_8680,Student,poor wifi signal,WiFi/Network,IT/Network,CSE Department,Medium,3,15,Resolved,2025-10-27 17:43:00,2025-10-28 03:13:00,9.5,9.3,2.0
CMP02674,STU3677,Student_3677,Student,air conditioner leaking,HVAC,HVAC Maintenance,Library,Medium,3,8,Resolved,2025-04-08 05:05:00,2025-04-08 13:47:00,8.7,8.4,4.0
CMP02675,STU4330,Student_4330,Student,emergency alarm issue,Security,Security,Sports Ground,Low,3,93,Resolved,2026-02-23 21:25:00,2026-02-24 09:43:00,12.3,14.2,5.0
CMP02676,STU1227,Student_1227,Student,light issue in library,Library,Library Administration,Cafeteria,Low,1,1,Resolved,2025-11-11 12:48:00,2025-11-12 07:30:00,18.7,14.7,4.0
CMP02677,STU9390,Student_9390,Staff,tube light flickering,Electrical,Electrical Maintenance,Sports Ground,High,5,136,Resolved,2025-01-22 14:02:00,2025-01-22 20:08:00,6.1,3.5,4.0
CMP02678,STU8130,Student_8130,Staff,water heater not working,Hostel,Hostel Maintenance,Library,Very Low,1,40,Closed,2025-02-05 18:56:00,2025-02-06 19:44:00,24.8,25.0,3.0
CMP02679,STU5692,Student_5692,Staff,vehicle entry issue,Transport,Transport,Auditorium,Critical,5,122,In Progress,2025-06-30 19:26:00,,3.9,,
CMP02680,STU9227,Student_9227,Student,room too hot,HVAC,HVAC Maintenance,Electronics Lab,Medium,3,42,Resolved,2025-10-10 02:49:00,2025-10-10 12:07:00,9.3,10.0,4.0
CMP02681,STU3443,Student_3443,Student,room electrical issue,Hostel,Hostel Maintenance,Hostel A,Medium,3,34,In Progress,2025-02-11 06:19:00,,8.5,,
CMP02682,STU5189,Student_5189,Staff,dustbin overflowing,Cleaning,Housekeeping,Library,Medium,4,100,Assigned,2025-08-20 01:13:00,,16.8,,
CMP02683,STU1642,Student_1642,Staff,garbage not removed,Cleaning,Housekeeping,Cafeteria,Low,2,67,Resolved,2025-02-03 14:48:00,2025-02-04 18:42:00,27.9,28.1,2.0
CMP02684,STU3050,Student_3050,Staff,air conditioner not working,HVAC,HVAC Maintenance,Auditorium,Medium,3,32,Resolved,2026-04-22 12:47:00,2026-04-23 01:47:00,13.0,13.7,5.0
CMP02685,STU4422,Student_4422,Student,poor wifi signal,WiFi/Network,IT/Network,ECE Department,Medium,4,105,Resolved,2026-01-02 06:25:00,2026-01-02 17:49:00,11.4,11.2,2.0
CMP02686,STU4782,Student_4782,Staff,door lock problem,Security,Security,Computer Lab 2,Low,3,134,Assigned,2025-12-30 22:25:00,,17.9,,
CMP02687,STU8725,Student_8725,Student,washroom cleaning required,Cleaning,Housekeeping,Hostel A,Medium,3,59,Resolved,2025-07-10 10:48:00,2025-07-11 00:30:00,13.7,14.6,1.0
CMP02688,STU4236,Student_4236,Student,shuttle unavailable,Transport,Transport,IoT Lab,Low,2,69,Closed,2025-08-01 08:59:00,2025-08-02 04:59:00,20.0,20.5,2.0
CMP02689,STU2351,Student_2351,Student,wifi not working,WiFi/Network,IT/Network,Main Gate,Medium,4,103,In Progress,2026-06-11 06:34:00,,15.1,,
CMP02690,STU2862,Student_2862,Staff,room too hot,HVAC,HVAC Maintenance,Hostel C,Medium,4,96,Resolved,2026-03-27 03:37:00,2026-03-27 18:55:00,15.3,15.4,4.0
CMP02691,STU5955,Student_5955,Student,hostel cleaning required,Hostel,Hostel Maintenance,Hostel C,Very Low,1,79,Resolved,2025-10-30 11:54:00,2025-10-31 20:12:00,32.3,32.0,1.0
CMP02692,STU3383,Student_3383,Staff,room too hot,HVAC,HVAC Maintenance,Admin Office,Medium,3,53,Submitted,2025-06-11 13:18:00,,12.9,,
CMP02693,STU9620,Student_9620,Student,LAN port not working,WiFi/Network,IT/Network,Auditorium,Medium,3,34,In Progress,2026-01-07 19:13:00,,8.8,,
CMP02694,STU4460,Student_4460,Student,noise complaint,Library,Library Administration,Block A,Low,2,56,Resolved,2026-04-25 21:43:00,2026-04-26 06:13:00,8.5,9.4,3.0
CMP02695,STU1489,Student_1489,Student,fan not working,Electrical,Electrical Maintenance,Library,Low,2,21,In Progress,2026-03-07 11:51:00,,10.4,,
CMP02696,STU5876,Student_5876,Staff,air conditioner not working,HVAC,HVAC Maintenance,Seminar Hall,Medium,3,58,Resolved,2026-06-21 12:40:00,2026-06-22 00:22:00,11.7,13.8,4.0
CMP02697,STU1015,Student_1015,Student,CCTV not working,Security,Security,IoT Lab,High,4,23,Resolved,2026-08-14 21:34:00,2026-08-15 05:10:00,7.6,8.8,5.0
CMP02698,STU6774,Student_6774,Staff,air conditioner leaking,HVAC,HVAC Maintenance,IoT Lab,Low,3,84,Assigned,2026-04-26 12:10:00,,22.6,,
CMP02699,STU1118,Student_1118,Student,poor wifi signal,WiFi/Network,IT/Network,IoT Lab,Low,2,74,Resolved,2026-09-03 19:16:00,2026-09-04 11:10:00,15.9,14.5,5.0
CMP02700,STU9037,Student_9037,Student,room electrical issue,Hostel,Hostel Maintenance,Electronics Lab,High,5,132,Resolved,2026-01-12 06:04:00,2026-01-12 12:40:00,6.6,8.0,1.0
CMP02701,STU3748,Student_3748,Staff,fan not working,Electrical,Electrical Maintenance,CSE Department,High,4,57,Resolved,2026-04-24 06:24:00,2026-04-24 14:24:00,8.0,8.1,4.0
CMP02702,STU4503,Student_4503,Student,chair issue in library,Library,Library Administration,Computer Lab 1,High,4,69,Resolved,2025-07-29 09:58:00,2025-07-29 17:28:00,7.5,6.7,4.0
CMP02703,STU1375,Student_1375,Staff,chair issue in library,Library,Library Administration,Main Block,High,5,102,Resolved,2025-01-11 09:35:00,2025-01-11 16:11:00,6.6,6.4,2.0
CMP02704,STU9422,Student_9422,Staff,computer lab network issue,Laboratory,Laboratory Maintenance,Auditorium,Medium,4,121,Resolved,2026-07-26 18:40:00,2026-07-27 09:34:00,14.9,14.1,5.0
CMP02705,STU5794,Student_5794,Staff,fan speed problem,HVAC,HVAC Maintenance,Block B,Medium,4,107,Resolved,2025-01-24 19:12:00,2025-01-25 06:18:00,11.1,11.3,5.0
CMP02706,STU5176,Student_5176,Staff,water leakage,Plumbing,Plumbing Maintenance,IoT Lab,Medium,3,77,Closed,2025-10-06 13:27:00,2025-10-06 23:09:00,9.7,9.8,2.0
CMP02707,STU6435,Student_6435,Staff,computer lab network issue,Laboratory,Laboratory Maintenance,Hostel C,Medium,3,8,Closed,2025-11-30 04:32:00,2025-11-30 15:32:00,11.0,10.8,4.0
CMP02708,STU9232,Student_9232,Student,air conditioner not working,HVAC,HVAC Maintenance,Hostel C,Low,3,139,Resolved,2026-04-06 14:05:00,2026-04-06 22:53:00,8.8,8.0,4.0
CMP02709,STU3584,Student_3584,Staff,desk damaged,Furniture,Civil/Maintenance,AI Lab,Medium,4,102,Resolved,2025-11-23 19:13:00,2025-11-24 04:49:00,9.6,8.7,1.0
CMP02710,STU5345,Student_5345,Student,washroom cleaning required,Cleaning,Housekeeping,Block A,Medium,3,43,Resolved,2026-02-04 08:25:00,2026-02-04 16:49:00,8.4,7.5,3.0
CMP02711,STU7371,Student_7371,Student,network unavailable,WiFi/Network,IT/Network,AI Lab,Medium,4,92,Assigned,2025-04-25 05:52:00,,10.5,,
CMP02712,STU7874,Student_7874,Staff,LAN port not working,WiFi/Network,IT/Network,Cafeteria,Low,2,80,Assigned,2026-06-18 17:02:00,,16.4,,
CMP02713,STU8050,Student_8050,Student,smart board issue,IT/AV,IT/AV Support,Main Block,High,5,118,Resolved,2026-05-04 12:16:00,2026-05-04 18:46:00,6.5,6.2,1.0
CMP02714,STU6128,Student_6128,Staff,projector not working,IT/AV,IT/AV Support,Library,Low,3,104,Resolved,2025-09-01 23:36:00,2025-09-02 18:06:00,18.5,18.1,5.0
CMP02715,STU6142,Student_6142,Student,printer not working,IT/AV,IT/AV Support,Placement Cell,High,4,32,Resolved,2025-02-15 01:50:00,2025-02-15 10:50:00,9.0,9.8,2.0
CMP02716,STU6141,Student_6141,Staff,network unavailable,WiFi/Network,IT/Network,Block D,High,5,132,Resolved,2026-02-15 00:06:00,2026-02-15 04:42:00,4.6,5.8,1.0
CMP02717,STU2123,Student_2123,Student,fan not working,Electrical,Electrical Maintenance,Sports Ground,Medium,3,8,Closed,2026-06-16 00:06:00,2026-06-16 13:18:00,13.2,12.4,3.0
CMP02718,STU5836,Student_5836,Student,room too hot,HVAC,HVAC Maintenance,Block C,Critical,5,24,Closed,2025-02-26 12:47:00,2025-02-26 16:23:00,3.6,4.4,2.0
CMP02719,STU9720,Student_9720,Staff,speaker not working,IT/AV,IT/AV Support,Block A,High,5,106,Closed,2026-08-31 07:53:00,2026-08-31 13:41:00,5.8,7.5,1.0
CMP02720,STU3669,Student_3669,Staff,vehicle entry issue,Transport,Transport,Admin Office,Medium,3,53,Resolved,2025-11-15 19:09:00,2025-11-16 03:27:00,8.3,8.5,1.0
CMP02721,STU6783,Student_6783,Student,CCTV not working,Security,Security,Parking Area,Medium,3,72,Resolved,2025-08-01 04:04:00,2025-08-01 18:22:00,14.3,15.9,2.0
CMP02722,STU9126,Student_9126,Staff,switch broken,Electrical,Electrical Maintenance,ECE Department,High,5,121,Resolved,2025-08-07 15:55:00,2025-08-07 23:31:00,7.6,7.7,5.0
CMP02723,STU7791,Student_7791,Student,parking problem,Transport,Transport,Seminar Hall,Low,2,47,Submitted,2026-02-02 12:06:00,,12.7,,
CMP02724,STU9034,Student_9034,Student,lab equipment not working,Laboratory,Laboratory Maintenance,Main Gate,Low,3,82,Closed,2025-03-02 12:37:00,2025-03-03 08:25:00,19.8,19.4,2.0
CMP02725,STU4631,Student_4631,Student,water leakage,Plumbing,Plumbing Maintenance,Hostel C,Medium,3,59,Closed,2025-03-06 17:05:00,2025-03-07 05:59:00,12.9,12.5,1.0
CMP02726,STU4623,Student_4623,Student,garbage not removed,Cleaning,Housekeeping,Mechanical Lab,Medium,3,39,Resolved,2026-06-05 15:37:00,2026-06-06 02:13:00,10.6,11.6,3.0
CMP02727,STU7339,Student_7339,Student,light issue in library,Library,Library Administration,Parking Area,Medium,4,150,Closed,2026-06-02 22:38:00,2026-06-03 13:02:00,14.4,15.6,5.0
CMP02728,STU3309,Student_3309,Student,printer not working,IT/AV,IT/AV Support,Block A,Critical,5,17,Assigned,2026-01-03 00:22:00,,1.7,,
